sleeper_id,adp_dd_ppr,pts_std,pts_ppr,pts_half_ppr,pos_adp_dd_ppr,idp_tkl_solo,idp_tkl_ast,idp_tkl,idp_sack,idp_ff,gp,rec_yd,rec_tgt,rec_td,rec_fd,rec_5_9,rec_40p,rec_30_39,rec_20_29,rec_10_19,rec_0_4,rec,bonus_rec_te,xpmiss,xpm,xpa,fgmiss_50p,fgmiss_40_49,fgmiss_30_39,fgm_yds,fgm_50p,fgm_40_49,fgm_30_39,fgm_20_29,fgm,fga,rush_yd,rush_td,rush_fd,rush_att,fum_lost,bonus_rec_rb,idp_int,idp_fum_rec,idp_tkl_loss,bonus_rec_wr,yds_allow_300_349,yds_allow,tkl_loss,safe,sack,pts_allow_14_20,pts_allow,pr_yd,pass_int_td,int,fum_rec,ff,def_td,def_pr_yd,def_kr_yd,def_fum_td,blk_kick,rush_40p,fum,rush_2pt,yds_allow_200_299,st_td,pr_td,def_pr_td,rec_td_40p,rec_2pt,idp_pass_def,idp_int_ret_yd,pass_yd,pass_td_40p,pass_td,pass_sack,pass_int,pass_inc,pass_fd,pass_cmp_40p,pass_cmp,pass_att,pass_2pt,cmp_pct,idp_sack_yd,idp_qb_hit,pr,yds_allow_350_399,pts_allow_21_27,fgm_0_19,def_kr_td,pts_allow_28_34,week,yds_allow_400_449,yahoo_id,yahoo_name,player_id,name,status,position_type,eligible_positions,selected_position,team_id,team_name,shape,scale
3214,123.0,3.98,6.37,5.18,20.0,,,,,,1.0,26.61,3.9,0.22,2.66,0.48,0.24,0.24,0.48,0.71,0.48,2.38,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,29269,Hunter Henry,29269,Hunter Henry,,O,"['TE', 'W/R/T']",BN,2,Big-Ten Bitches,1.8714489251425700,3.728542993630570
3214,104.0,4.08,6.52,5.3,17.0,,,,,,1.0,27.25,3.9,0.23,2.72,0.49,0.24,0.24,0.49,0.73,0.49,2.44,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,29269,Hunter Henry,29269,Hunter Henry,,O,"['TE', 'W/R/T']",BN,2,Big-Ten Bitches,1.8714489251425700,3.728542993630570
3214,120.0,4.31,6.89,5.6,16.0,,,,,,1.0,28.78,3.9,0.24,2.88,0.52,0.26,0.26,0.52,0.77,0.52,2.58,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,29269,Hunter Henry,29269,Hunter Henry,,O,"['TE', 'W/R/T']",BN,2,Big-Ten Bitches,1.8714489251425700,3.728542993630570
9997,79.0,7.51,11.43,9.47,35.0,,,,,,1.0,51.47,6.2,0.34,5.15,0.78,0.39,0.39,0.78,1.18,0.78,3.92,,,,,,,,,,,,,,,3.02,,0.3,0.55,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40039,Zay Flowers,40039,Zay Flowers,Q,O,"['WR', 'W/R/T']",BN,2,Big-Ten Bitches,5.497481076428440,1.541201716738200
9997,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40039,Zay Flowers,40039,Zay Flowers,Q,O,"['WR', 'W/R/T']",BN,2,Big-Ten Bitches,5.497481076428440,1.541201716738200
9997,70.0,7.61,11.57,9.59,32.0,,,,,,1.0,52.13,6.2,0.35,5.21,0.79,0.4,0.4,0.79,1.19,0.79,3.97,,,,,,,,,,,,,,,3.06,,0.31,0.56,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40039,Zay Flowers,40039,Zay Flowers,Q,O,"['WR', 'W/R/T']",BN,2,Big-Ten Bitches,5.497481076428440,1.541201716738200
1373,131.0,17.0,17.0,17.0,17.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.33,0.12,1.03,2.9,0.24,,,,,,,,,,,,,,,,,,,,,0.06,,,0.53,,,,,,,,,,221.23,0.18,1.33,2.55,0.72,14.43,22.12,0.47,20.57,35.0,0.06,58.78,,,,,,,,,12,,26662,Geno Smith,26662,Geno Smith,,O,['QB'],BN,2,Big-Ten Bitches,5.119020446980510,2.773186813186810
1373,103.0,17.44,17.44,17.44,12.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.48,0.11,0.95,2.6,0.22,,,,,,,,,,,,,,,,,,,,,0.06,,,0.5,,,,,,,,,,216.35,0.17,1.54,2.37,0.66,12.66,21.63,0.44,19.14,31.8,0.06,60.19,,,,,,,,,13,,26662,Geno Smith,26662,Geno Smith,,O,['QB'],BN,2,Big-Ten Bitches,5.119020446980510,2.773186813186810
1373,103.0,18.01,18.01,18.01,15.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,0.11,0.98,2.6,0.23,,,,,,,,,,,,,,,,,,,,,0.06,,,0.51,,,,,,,,,,223.44,0.17,1.6,2.45,0.68,12.03,22.34,0.46,19.77,31.8,0.06,62.17,,,,,,,,,14,,26662,Geno Smith,26662,Geno Smith,,O,['QB'],BN,2,Big-Ten Bitches,5.119020446980510,2.773186813186810
8132,149.0,6.67,7.69,7.18,38.0,,,,,,1.0,7.54,1.5,0.06,0.75,0.21,0.1,0.1,0.21,0.31,0.21,1.03,,,,,,,,,,,,,,,40.02,0.28,4.0,9.6,0.06,1.03,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,34107,Tyler Allgeier,34107,Tyler Allgeier,,O,"['RB', 'W/R/T']",BN,2,Big-Ten Bitches,1.3801823582233900,5.397837434750190
8132,116.0,6.7,7.73,7.21,31.0,,,,,,1.0,7.57,1.5,0.06,0.76,0.21,0.1,0.1,0.21,0.31,0.21,1.03,,,,,,,,,,,,,,,40.2,0.28,4.02,9.6,0.06,1.03,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,34107,Tyler Allgeier,34107,Tyler Allgeier,,O,"['RB', 'W/R/T']",BN,2,Big-Ten Bitches,1.3801823582233900,5.397837434750190
8132,145.0,7.16,8.26,7.71,34.0,,,,,,1.0,8.09,1.5,0.06,0.81,0.22,0.11,0.11,0.22,0.33,0.22,1.1,,,,,,,,,,,,,,,42.98,0.3,4.3,9.6,0.06,1.1,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,34107,Tyler Allgeier,34107,Tyler Allgeier,,O,"['RB', 'W/R/T']",BN,2,Big-Ten Bitches,1.3801823582233900,5.397837434750190
9488,118.0,5.66,9.34,7.5,52.0,,,,,,1.0,39.0,5.6,0.3,3.9,0.74,0.37,0.37,0.74,1.1,0.74,3.68,,,,,,,,,,,,,,,0.7,,0.07,0.11,0.05,,,,,3.68,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40041,Jaxon Smith-Njigba,40041,Jaxon Smith-Njigba,,O,"['WR', 'W/R/T']",BN,2,Big-Ten Bitches,2.641989445384850,2.51704260651629
9488,92.0,5.39,9.15,7.27,43.0,,,,,,1.0,37.67,5.6,0.28,3.77,0.75,0.38,0.38,0.75,1.13,0.75,3.76,,,,,,,,,,,,,,,0.72,,0.07,0.11,0.06,,,,,3.76,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40041,Jaxon Smith-Njigba,40041,Jaxon Smith-Njigba,,O,"['WR', 'W/R/T']",BN,2,Big-Ten Bitches,2.641989445384850,2.51704260651629
9488,109.0,5.56,9.45,7.51,52.0,,,,,,1.0,38.91,5.6,0.29,3.89,0.78,0.39,0.39,0.78,1.17,0.78,3.89,,,,,,,,,,,,,,,0.74,,0.07,0.11,0.06,,,,,3.89,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40041,Jaxon Smith-Njigba,40041,Jaxon Smith-Njigba,,O,"['WR', 'W/R/T']",BN,2,Big-Ten Bitches,2.641989445384850,2.51704260651629
DET,999.0,6.98,6.98,6.98,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.31,4.66,0.07,2.51,1.0,20.0,12.41,0.07,0.75,0.57,0.72,0.14,59.35,46.94,0.07,0.07,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,100008,Detroit,100008,Detroit,,DT,['DEF'],DEF,2,Big-Ten Bitches,1.5811181682741300,4.98943661971831
DET,999.0,6.73,6.73,6.73,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,333.14,4.42,0.06,2.45,,21.25,11.75,0.06,0.74,0.56,0.68,0.12,56.22,44.46,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,13,,100008,Detroit,100008,Detroit,,DT,['DEF'],DEF,2,Big-Ten Bitches,1.5811181682741300,4.98943661971831
DET,999.0,6.5,6.5,6.5,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.17,4.23,0.06,2.38,,22.0,11.26,0.06,0.72,0.54,0.66,0.12,53.88,42.61,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,14,,100008,Detroit,100008,Detroit,,DT,['DEF'],DEF,2,Big-Ten Bitches,1.5811181682741300,4.98943661971831
7591,56.0,21.01,21.01,21.01,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,49.91,0.42,4.99,10.4,0.29,,,,,,,,,,,,,,0.06,,,,,,,0.06,,0.06,0.77,0.06,,,,,,,,,191.14,0.12,1.11,2.86,0.88,11.76,19.11,0.41,16.24,28.0,0.06,58.02,,,,,,,,,12,,33399,Justin Fields,33399,Justin Fields,,O,['QB'],QB,3,Tailgate szn,4.003926637519320,4.74177376473539
7591,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33399,Justin Fields,33399,Justin Fields,,O,['QB'],QB,3,Tailgate szn,4.003926637519320,4.74177376473539
7591,38.0,21.79,21.79,21.79,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.75,0.44,5.18,10.4,0.31,,,,,,,,,,,,,,0.06,,,,,,,0.06,,0.06,0.79,0.06,,,,,,,,,198.2,0.12,1.15,2.97,0.91,11.15,19.82,0.42,16.85,28.0,0.06,60.16,,,,,,,,,14,,33399,Justin Fields,33399,Justin Fields,,O,['QB'],QB,3,Tailgate szn,4.003926637519320,4.74177376473539
6786,3.0,12.75,19.37,16.06,1.0,,,,,,1.0,86.69,8.2,0.62,8.67,1.33,0.66,0.66,1.33,1.99,1.33,6.63,,,,,,,,,,,,,,,4.9,,0.49,0.9,0.07,,,,,6.63,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,12,,32687,CeeDee Lamb,32687,CeeDee Lamb,,O,"['WR', 'W/R/T']",WR,3,Tailgate szn,3.1156982308656200,5.70337647720878
6786,5.0,11.91,18.1,15.0,3.0,,,,,,1.0,80.99,8.2,0.58,8.1,1.24,0.62,0.62,1.24,1.86,1.24,6.19,,,,,,,,,,,,,,,4.58,,0.46,0.84,0.06,,,,,6.19,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,13,,32687,CeeDee Lamb,32687,CeeDee Lamb,,O,"['WR', 'W/R/T']",WR,3,Tailgate szn,3.1156982308656200,5.70337647720878
6786,10.0,11.32,17.2,14.26,7.0,,,,,,1.0,76.96,8.2,0.55,7.7,1.18,0.59,0.59,1.18,1.76,1.18,5.88,,,,,,,,,,,,,,,4.35,,0.44,0.8,0.06,,,,,5.88,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,14,,32687,CeeDee Lamb,32687,CeeDee Lamb,,O,"['WR', 'W/R/T']",WR,3,Tailgate szn,3.1156982308656200,5.70337647720878
8112,57.0,7.61,12.48,10.05,25.0,,,,,,1.0,57.0,7.6,0.34,5.7,0.98,0.49,0.49,0.98,1.46,0.98,4.88,,,,,,,,,,,,,,,,,,,0.06,,,,,4.88,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33963,Drake London,33963,Drake London,,O,"['WR', 'W/R/T']",WR,3,Tailgate szn,4.706525592798680,2.132146060217810
8112,42.0,7.81,12.71,10.26,17.0,,,,,,1.0,58.92,7.6,0.34,5.89,0.98,0.49,0.49,0.98,1.47,0.98,4.9,,,,,,,,,,,,,,,,,,,0.06,,,,,4.9,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33963,Drake London,33963,Drake London,,O,"['WR', 'W/R/T']",WR,3,Tailgate szn,4.706525592798680,2.132146060217810
8112,37.0,8.35,13.58,10.96,18.0,,,,,,1.0,62.98,7.6,0.36,6.3,1.05,0.52,0.52,1.05,1.57,1.05,5.24,,,,,,,,,,,,,,,,,,,0.06,,,,,5.24,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33963,Drake London,33963,Drake London,,O,"['WR', 'W/R/T']",WR,3,Tailgate szn,4.706525592798680,2.132146060217810
7588,44.0,11.1,13.26,12.18,17.0,,,,,,1.0,15.7,2.9,0.1,1.57,0.43,0.22,0.22,0.43,0.65,0.43,2.16,,,,,,,,,,,,,,,71.0,0.33,7.1,17.1,0.07,2.16,,,,,,,,,,,,,,,,,,,,,,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33423,Javonte Williams,33423,Javonte Williams,,O,"['RB', 'W/R/T']",RB,3,Tailgate szn,3.069536200335810,3.0876905041031700
7588,14.0,12.88,15.21,14.05,5.0,,,,,,1.0,16.96,2.9,0.06,1.7,0.47,0.23,0.23,0.47,0.7,0.47,2.33,,,,,,,,,,,,,,,74.89,0.58,7.49,17.1,0.08,2.33,,,,,,,,,,,,,,,,,,,,,,0.08,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33423,Javonte Williams,33423,Javonte Williams,,O,"['RB', 'W/R/T']",RB,3,Tailgate szn,3.069536200335810,3.0876905041031700
7588,30.0,12.49,14.75,13.62,10.0,,,,,,1.0,16.44,2.9,0.06,1.64,0.45,0.23,0.23,0.45,0.68,0.45,2.26,,,,,,,,,,,,,,,72.6,0.56,7.26,17.1,0.08,2.26,,,,,,,,,,,,,,,,,,,,,,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33423,Javonte Williams,33423,Javonte Williams,,O,"['RB', 'W/R/T']",RB,3,Tailgate szn,3.069536200335810,3.0876905041031700
5248,108.0,9.16,9.7,9.43,33.0,,,,,,1.0,4.08,0.7,,0.41,0.11,0.05,0.05,0.11,0.16,0.11,0.54,,,,,,,,,,,,,,,57.49,0.5,5.75,12.3,,0.54,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31424,Gus Edwards,31424,Gus Edwards,,O,"['RB', 'W/R/T']",RB,3,Tailgate szn,2.2509180296514500,5.444243323442140
5248,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31424,Gus Edwards,31424,Gus Edwards,,O,"['RB', 'W/R/T']",RB,3,Tailgate szn,2.2509180296514500,5.444243323442140
5248,129.0,8.52,9.07,8.8,32.0,,,,,,1.0,4.13,0.7,,0.41,0.11,0.05,0.05,0.11,0.16,0.11,0.55,,,,,,,,,,,,,,,58.23,0.38,5.82,12.3,,0.55,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31424,Gus Edwards,31424,Gus Edwards,,O,"['RB', 'W/R/T']",RB,3,Tailgate szn,2.2509180296514500,5.444243323442140
4217,28.0,7.72,11.94,9.83,3.0,,,,,,1.0,52.58,5.7,0.41,5.26,0.84,0.42,0.42,0.84,1.27,0.84,4.22,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,30259,George Kittle,30259,George Kittle,,O,"['TE', 'W/R/T']",TE,3,Tailgate szn,1.6773696316385700,6.945398187887460
4217,48.0,6.68,10.33,8.51,4.0,,,,,,1.0,45.53,5.2,0.35,4.55,0.73,0.37,0.37,0.73,1.1,0.73,3.66,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,30259,George Kittle,30259,George Kittle,,O,"['TE', 'W/R/T']",TE,3,Tailgate szn,1.6773696316385700,6.945398187887460
4217,51.0,6.97,10.79,8.88,5.0,,,,,,1.0,47.56,5.2,0.37,4.76,0.76,0.38,0.38,0.76,1.15,0.76,3.82,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,30259,George Kittle,30259,George Kittle,,O,"['TE', 'W/R/T']",TE,3,Tailgate szn,1.6773696316385700,6.945398187887460
2216,62.0,8.21,12.3,10.25,27.0,,,,,,1.0,59.64,6.9,0.39,5.96,0.82,0.41,0.41,0.82,1.23,0.82,4.09,,,,,,,,,,,,,,,0.33,,0.03,0.06,0.06,,,,,4.09,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,12,,27535,Mike Evans,27535,Mike Evans,,O,"['WR', 'W/R/T']",W/R/T,3,Tailgate szn,4.833566433566430,2.979166666666670
2216,46.0,8.39,12.58,10.49,21.0,,,,,,1.0,60.99,6.9,0.4,6.1,0.84,0.42,0.42,0.84,1.25,0.84,4.18,,,,,,,,,,,,,,,0.34,,0.03,0.06,0.06,,,,,4.18,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,13,,27535,Mike Evans,27535,Mike Evans,,O,"['WR', 'W/R/T']",W/R/T,3,Tailgate szn,4.833566433566430,2.979166666666670
2216,56.0,8.28,12.41,10.35,27.0,,,,,,1.0,60.18,6.9,0.39,6.02,0.83,0.41,0.41,0.83,1.24,0.83,4.13,,,,,,,,,,,,,,,0.33,,0.03,0.06,0.06,,,,,4.13,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,14,,27535,Mike Evans,27535,Mike Evans,,O,"['WR', 'W/R/T']",W/R/T,3,Tailgate szn,4.833566433566430,2.979166666666670
8146,47.0,8.25,13.07,10.66,20.0,,,,,,1.0,58.97,8.4,0.37,5.9,0.96,0.48,0.48,0.96,1.45,0.96,4.82,,,,,,,,,,,,,,,2.39,,0.24,0.37,0.05,,,,,4.82,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33965,Garrett Wilson,33965,Garrett Wilson,,O,"['WR', 'W/R/T']",BN,3,Tailgate szn,4.9248496406043700,2.075190258751900
8146,24.0,8.99,14.25,11.62,9.0,,,,,,1.0,64.22,7.8,0.4,6.42,1.05,0.53,0.53,1.05,1.58,1.05,5.26,,,,,,,,,,,,,,,2.6,,0.26,0.4,0.06,,,,,5.26,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33965,Garrett Wilson,33965,Garrett Wilson,,O,"['WR', 'W/R/T']",BN,3,Tailgate szn,4.9248496406043700,2.075190258751900
8146,23.0,9.26,14.67,11.96,12.0,,,,,,1.0,66.11,7.8,0.42,6.61,1.08,0.54,0.54,1.08,1.62,1.08,5.41,,,,,,,,,,,,,,,2.68,,0.27,0.42,0.06,,,,,5.41,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33965,Garrett Wilson,33965,Garrett Wilson,,O,"['WR', 'W/R/T']",BN,3,Tailgate szn,4.9248496406043700,2.075190258751900
8154,107.0,8.08,9.75,8.91,32.0,,,,,,1.0,12.05,2.4,0.06,1.2,0.33,0.17,0.17,0.33,0.5,0.33,1.67,,,,,,,,,,,,,,,44.61,0.36,4.46,11.6,0.05,1.67,,,,,,,,,,,,,,,,,,,,,,0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,34054,Brian Robinson,34054,Brian Robinson,,O,"['RB', 'W/R/T']",BN,3,Tailgate szn,3.707631262374710,3.6484946236559100
8154,79.0,8.35,10.08,9.22,26.0,,,,,,1.0,12.45,2.4,0.07,1.25,0.34,0.17,0.17,0.34,0.52,0.34,1.72,,,,,,,,,,,,,,,46.12,0.37,4.61,11.6,0.05,1.72,,,,,,,,,,,,,,,,,,,,,,0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,34054,Brian Robinson,34054,Brian Robinson,,O,"['RB', 'W/R/T']",BN,3,Tailgate szn,3.707631262374710,3.6484946236559100
8154,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,34054,Brian Robinson,34054,Brian Robinson,,O,"['RB', 'W/R/T']",BN,3,Tailgate szn,3.707631262374710,3.6484946236559100
3163,72.0,20.34,20.34,20.34,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,0.08,0.5,1.2,0.21,,,,,,,,,,,,,,0.07,,,,,,,,,,0.62,,,,,,,,,,256.0,0.2,1.91,2.39,0.89,9.73,25.6,0.48,24.17,33.9,0.07,71.29,,,,,,,,,12,,29235,Jared Goff,29235,Jared Goff,,O,['QB'],BN,3,Tailgate szn,10.538050388455700,1.718723989006680
3163,66.0,19.86,19.86,19.86,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,0.07,0.47,1.2,0.19,,,,,,,,,,,,,,0.06,,,,,,,,,,0.58,,,,,,,,,,257.2,0.19,1.81,2.26,0.84,11.01,25.72,0.45,22.89,33.9,0.06,67.53,,,,,,,,,13,,29235,Jared Goff,29235,Jared Goff,,O,['QB'],BN,3,Tailgate szn,10.538050388455700,1.718723989006680
3163,79.0,19.6,19.6,19.6,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,0.07,0.46,1.2,0.19,,,,,,,,,,,,,,0.06,,,,,,,,,,0.58,,,,,,,,,,253.9,0.19,1.79,2.23,0.83,11.3,25.39,0.45,22.6,33.9,0.06,66.67,,,,,,,,,14,,29235,Jared Goff,29235,Jared Goff,,O,['QB'],BN,3,Tailgate szn,10.538050388455700,1.718723989006680
5001,73.0,5.62,9.1,7.36,9.0,,,,,,1.0,37.0,5.2,0.32,3.7,0.7,0.35,0.35,0.7,1.04,0.7,3.48,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31107,Dalton Schultz,31107,Dalton Schultz,,O,"['TE', 'W/R/T']",BN,3,Tailgate szn,1.7748401634088700,5.228639846743300
5001,75.0,5.02,8.44,6.73,10.0,,,,,,1.0,35.03,5.2,0.25,3.5,0.68,0.34,0.34,0.68,1.03,0.68,3.42,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31107,Dalton Schultz,31107,Dalton Schultz,,O,"['TE', 'W/R/T']",BN,3,Tailgate szn,1.7748401634088700,5.228639846743300
5001,99.0,4.71,7.92,6.31,14.0,,,,,,1.0,32.85,5.2,0.24,3.28,0.64,0.32,0.32,0.64,0.96,0.64,3.21,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31107,Dalton Schultz,31107,Dalton Schultz,,O,"['TE', 'W/R/T']",BN,3,Tailgate szn,1.7748401634088700,5.228639846743300
10222,113.0,6.21,9.6,7.91,50.0,,,,,,1.0,36.3,5.5,0.43,3.63,0.68,0.34,0.34,0.68,1.02,0.68,3.39,,,,,,,,,,,,,,,,,,,,,,,,3.39,,,,,,,,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,12,,40063,Jayden Reed,40063,Jayden Reed,,O,"['WR', 'W/R/T']",BN,3,Tailgate szn,3.244874669997450,3.106437389770720
10222,119.0,4.67,7.81,6.24,53.0,,,,,,1.0,33.51,5.3,0.22,3.35,0.63,0.31,0.31,0.63,0.94,0.63,3.14,,,,,,,,,,,,,,,,,,,,,,,,3.14,,,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,13,,40063,Jayden Reed,40063,Jayden Reed,,O,"['WR', 'W/R/T']",BN,3,Tailgate szn,3.244874669997450,3.106437389770720
10222,124.0,5.06,8.45,6.76,56.0,,,,,,1.0,36.28,5.3,0.24,3.63,0.68,0.34,0.34,0.68,1.02,0.68,3.4,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,14,,40063,Jayden Reed,40063,Jayden Reed,,O,"['WR', 'W/R/T']",BN,3,Tailgate szn,3.244874669997450,3.106437389770720
NYG,999.0,7.16,7.16,7.16,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.36,4.57,0.06,2.63,1.0,18.5,10.8,0.06,0.81,0.62,0.68,0.12,57.44,46.64,0.06,0.06,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,100019,New York,100019,New York,,DT,['DEF'],DEF,3,Tailgate szn,0.7975077881619940,10.03125
NYG,999.0,6.49,6.49,6.49,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,306.29,4.45,0.06,2.34,,21.5,10.52,0.06,0.72,0.54,0.66,0.12,55.97,45.45,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,100019,New York,100019,New York,,DT,['DEF'],DEF,3,Tailgate szn,0.7975077881619940,10.03125
PHI,999.0,6.41,6.41,6.41,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,345.26,4.37,0.05,2.18,,22.25,10.54,0.1,0.68,0.5,0.77,0.15,44.1,33.56,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,12,,100021,Philadelphia,100021,Philadelphia,,DT,['DEF'],BN,3,Tailgate szn,4.235294117647060,1.8888888888888900
