sleeper_id,adp_dd_ppr,pts_std,pts_ppr,pts_half_ppr,pos_adp_dd_ppr,idp_tkl_solo,idp_tkl_ast,idp_tkl,idp_sack,idp_ff,gp,rec_yd,rec_tgt,rec_td,rec_fd,rec_5_9,rec_40p,rec_30_39,rec_20_29,rec_10_19,rec_0_4,rec,bonus_rec_te,xpmiss,xpm,xpa,fgmiss_50p,fgmiss_40_49,fgmiss_30_39,fgm_yds,fgm_50p,fgm_40_49,fgm_30_39,fgm_20_29,fgm,fga,rush_yd,rush_td,rush_fd,rush_att,fum_lost,bonus_rec_rb,idp_int,idp_fum_rec,idp_tkl_loss,bonus_rec_wr,yds_allow_300_349,yds_allow,tkl_loss,safe,sack,pts_allow_14_20,pts_allow,pr_yd,pass_int_td,int,fum_rec,ff,def_td,def_pr_yd,def_kr_yd,def_fum_td,blk_kick,rush_40p,fum,rush_2pt,yds_allow_200_299,st_td,pr_td,def_pr_td,rec_td_40p,rec_2pt,idp_pass_def,idp_int_ret_yd,pass_yd,pass_td_40p,pass_td,pass_sack,pass_int,pass_inc,pass_fd,pass_cmp_40p,pass_cmp,pass_att,pass_2pt,cmp_pct,idp_sack_yd,idp_qb_hit,pr,yds_allow_350_399,pts_allow_21_27,fgm_0_19,def_kr_td,pts_allow_28_34,week,yds_allow_400_449,yahoo_id,yahoo_name,player_id,name,status,position_type,eligible_positions,selected_position,team_id,team_name,shape,scale
6801,68.0,7.14,11.0,9.07,31.0,,,,,,1.0,52.56,6.4,0.33,5.26,0.77,0.39,0.39,0.77,1.16,0.77,3.86,,,,,,,,,,,,,,,0.23,,0.02,0.05,0.05,,,,,3.86,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,13,,32703,Tee Higgins,32703,Tee Higgins,O,O,"['WR', 'W/R/T', 'IR']",WR,5,Cleveland Downs,1.1984210934580100,8.107890222984560
6801,43.0,8.49,13.07,10.78,20.0,,,,,,1.0,62.49,6.4,0.39,6.25,0.92,0.46,0.46,0.92,1.38,0.92,4.59,,,,,,,,,,,,,,,0.28,,0.03,0.06,0.06,,,,,4.59,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,14,,32703,Tee Higgins,32703,Tee Higgins,O,O,"['WR', 'W/R/T', 'IR']",WR,5,Cleveland Downs,1.1984210934580100,8.107890222984560
8143,93.0,8.65,10.32,9.48,28.0,,,,,,1.0,12.06,2.4,0.05,1.21,0.33,0.17,0.17,0.33,0.5,0.33,1.67,,,,,,,,,,,,,,,51.19,0.36,5.12,12.8,0.06,1.67,,,,,,,,,,,,,,,,,,,77.34,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,34112,Jerome Ford,34112,Jerome Ford,,O,"['RB', 'W/R/T']",RB,5,Cleveland Downs,3.1495920824596800,3.578241151533080
8143,70.0,8.99,10.72,9.85,24.0,,,,,,1.0,12.53,2.4,0.05,1.25,0.35,0.17,0.17,0.35,0.52,0.35,1.74,,,,,,,,,,,,,,,53.18,0.38,5.32,12.8,0.06,1.74,,,,,,,,,,,,,,,,,,,80.36,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,34112,Jerome Ford,34112,Jerome Ford,,O,"['RB', 'W/R/T']",RB,5,Cleveland Downs,3.1495920824596800,3.578241151533080
8143,84.0,9.66,11.53,10.59,26.0,,,,,,1.0,13.47,2.4,0.05,1.35,0.37,0.19,0.19,0.37,0.56,0.37,1.87,,,,,,,,,,,,,,,57.16,0.4,5.72,12.8,0.06,1.87,,,,,,,,,,,,,,,,,,,86.38,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,34112,Jerome Ford,34112,Jerome Ford,,O,"['RB', 'W/R/T']",RB,5,Cleveland Downs,3.1495920824596800,3.578241151533080
6790,34.0,11.84,13.96,12.9,13.0,,,,,,1.0,16.67,2.6,0.12,1.67,0.42,0.21,0.21,0.42,0.63,0.42,2.12,,,,,,,,,,,,,,,65.3,0.51,6.53,15.1,0.08,2.12,,,,,,,,,,,,,,,,,,,,,,0.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,32705,D'Andre Swift,32705,D'Andre Swift,,O,"['RB', 'W/R/T']",RB,5,Cleveland Downs,4.17665386748135,3.189155822489160
6790,21.0,12.48,14.52,13.5,9.0,,,,,,1.0,16.05,2.6,0.12,1.6,0.41,0.2,0.2,0.41,0.61,0.41,2.04,,,,,,,,,,,,,,,73.71,0.49,7.37,15.1,0.08,2.04,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,32705,D'Andre Swift,32705,D'Andre Swift,,O,"['RB', 'W/R/T']",RB,5,Cleveland Downs,4.17665386748135,3.189155822489160
6790,39.0,12.21,14.2,13.21,14.0,,,,,,1.0,15.7,2.6,0.12,1.57,0.4,0.2,0.2,0.4,0.6,0.4,1.99,,,,,,,,,,,,,,,72.11,0.48,7.21,15.1,0.08,1.99,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,32705,D'Andre Swift,32705,D'Andre Swift,,O,"['RB', 'W/R/T']",RB,5,Cleveland Downs,4.17665386748135,3.189155822489160
10859,46.0,5.9,10.46,8.18,5.0,,,,,,1.0,41.0,6.2,0.3,4.1,0.91,0.46,0.46,0.91,1.37,0.91,4.56,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40064,Sam LaPorta,40064,Sam LaPorta,,O,"['TE', 'W/R/T']",TE,5,Cleveland Downs,3.598064793577980,2.784830339321360
10859,34.0,6.95,11.27,9.11,3.0,,,,,,1.0,46.82,6.2,0.38,4.68,0.86,0.43,0.43,0.86,1.3,0.86,4.32,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40064,Sam LaPorta,40064,Sam LaPorta,,O,"['TE', 'W/R/T']",TE,5,Cleveland Downs,3.598064793577980,2.784830339321360
10859,45.0,6.87,11.13,9.0,4.0,,,,,,1.0,46.22,6.2,0.37,4.62,0.85,0.43,0.43,0.85,1.28,0.85,4.26,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40064,Sam LaPorta,40064,Sam LaPorta,,O,"['TE', 'W/R/T']",TE,5,Cleveland Downs,3.598064793577980,2.784830339321360
2133,17.0,9.96,15.34,12.65,10.0,,,,,,1.0,68.11,9.5,0.52,6.81,1.08,0.54,0.54,1.08,1.61,1.08,5.38,,,,,,,,,,,,,,,0.26,,0.03,0.05,0.05,,,,,5.38,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,12,,27581,Davante Adams,27581,Davante Adams,,O,"['WR', 'W/R/T']",W/R/T,5,Cleveland Downs,1.5813259399896200,7.479338970023060
2133,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,27581,Davante Adams,27581,Davante Adams,,O,"['WR', 'W/R/T']",W/R/T,5,Cleveland Downs,1.5813259399896200,7.479338970023060
2133,7.0,11.63,17.88,14.75,5.0,,,,,,1.0,79.19,9.8,0.61,7.92,1.25,0.63,0.63,1.25,1.88,1.25,6.25,,,,,,,,,,,,,,,0.31,,0.03,0.06,0.06,,,,,6.25,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,14,,27581,Davante Adams,27581,Davante Adams,,O,"['WR', 'W/R/T']",W/R/T,5,Cleveland Downs,1.5813259399896200,7.479338970023060
3225,85.0,6.96,10.97,8.96,37.0,,,,,,1.0,49.28,5.8,0.34,4.93,0.8,0.4,0.4,0.8,1.2,0.8,4.01,,,,,,,,,,,,,,,1.08,,0.11,0.13,0.06,,,,,4.01,,,,,,,,2.58,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,12,,29288,Tyler Boyd,29288,Tyler Boyd,,O,"['WR', 'W/R/T']",BN,5,Cleveland Downs,3.29406382248656,2.4286111111111100
3225,115.0,5.17,8.17,6.67,50.0,,,,,,1.0,36.86,4.8,0.25,3.69,0.6,0.3,0.3,0.6,0.9,0.6,3.0,,,,,,,,,,,,,,,0.8,,0.08,0.1,0.05,,,,,3.0,,,,,,,,2.5,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,13,,29288,Tyler Boyd,29288,Tyler Boyd,,O,"['WR', 'W/R/T']",BN,5,Cleveland Downs,3.29406382248656,2.4286111111111100
3225,100.0,6.14,9.72,7.93,46.0,,,,,,1.0,43.82,4.8,0.3,4.38,0.71,0.36,0.36,0.71,1.07,0.71,3.57,,,,,,,,,,,,,,,0.95,,0.1,0.12,0.06,,,,,3.57,,,,,,,,2.97,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,14,,29288,Tyler Boyd,29288,Tyler Boyd,,O,"['WR', 'W/R/T']",BN,5,Cleveland Downs,3.29406382248656,2.4286111111111100
8110,58.0,5.89,9.69,7.79,6.0,,,,,,1.0,38.7,4.6,0.34,3.87,0.76,0.38,0.38,0.76,1.14,0.76,3.79,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,34085,Jake Ferguson,34085,Jake Ferguson,,O,"['TE', 'W/R/T']",BN,5,Cleveland Downs,2.4535464248591500,3.346176749221820
8110,63.0,5.51,9.05,7.28,6.0,,,,,,1.0,36.15,4.6,0.32,3.62,0.71,0.35,0.35,0.71,1.06,0.71,3.54,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,34085,Jake Ferguson,34085,Jake Ferguson,,O,"['TE', 'W/R/T']",BN,5,Cleveland Downs,2.4535464248591500,3.346176749221820
8110,85.0,5.23,8.6,6.92,11.0,,,,,,1.0,34.35,4.6,0.3,3.44,0.67,0.34,0.34,0.67,1.01,0.67,3.37,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,34085,Jake Ferguson,34085,Jake Ferguson,,O,"['TE', 'W/R/T']",BN,5,Cleveland Downs,2.4535464248591500,3.346176749221820
6130,95.0,8.77,10.08,9.43,29.0,,,,,,1.0,9.71,1.8,0.04,0.97,0.26,0.13,0.13,0.26,0.39,0.26,1.31,,,,,,,,,,,,,,,52.07,0.42,5.21,13.6,0.09,1.31,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31906,Devin Singletary,31906,Devin Singletary,,O,"['RB', 'W/R/T']",BN,5,Cleveland Downs,1.295453745048650,6.453337320574160
6130,93.0,7.48,8.76,8.12,28.0,,,,,,1.0,9.54,1.8,0.04,0.95,0.26,0.13,0.13,0.26,0.38,0.26,1.28,,,,,,,,,,,,,,,43.75,0.34,4.38,10.6,0.07,1.28,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31906,Devin Singletary,31906,Devin Singletary,,O,"['RB', 'W/R/T']",BN,5,Cleveland Downs,1.295453745048650,6.453337320574160
6130,127.0,7.86,9.19,8.53,31.0,,,,,,1.0,9.94,2.0,0.04,0.99,0.27,0.13,0.13,0.27,0.4,0.27,1.33,,,,,,,,,,,,,,,46.44,0.35,4.64,12.0,0.08,1.33,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31906,Devin Singletary,31906,Devin Singletary,,O,"['RB', 'W/R/T']",BN,5,Cleveland Downs,1.295453745048650,6.453337320574160
7596,130.0,5.54,8.57,7.06,56.0,,,,,,1.0,37.07,5.1,0.27,3.71,0.61,0.3,0.3,0.61,0.91,0.61,3.04,,,,,,,,,,,,,,,3.14,,0.31,0.49,0.05,,,,,3.04,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33422,Elijah Moore,33422,Elijah Moore,,O,"['WR', 'W/R/T']",BN,5,Cleveland Downs,4.828794668505110,1.4151219512195100
7596,95.0,5.75,8.91,7.33,44.0,,,,,,1.0,38.51,5.1,0.28,3.85,0.63,0.32,0.32,0.63,0.95,0.63,3.15,,,,,,,,,,,,,,,3.27,,0.33,0.51,0.06,,,,,3.15,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33422,Elijah Moore,33422,Elijah Moore,,O,"['WR', 'W/R/T']",BN,5,Cleveland Downs,4.828794668505110,1.4151219512195100
7596,104.0,6.19,9.58,7.88,48.0,,,,,,1.0,41.4,5.1,0.3,4.14,0.68,0.34,0.34,0.68,1.02,0.68,3.39,,,,,,,,,,,,,,,3.51,,0.35,0.54,0.06,,,,,3.39,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33422,Elijah Moore,33422,Elijah Moore,,O,"['WR', 'W/R/T']",BN,5,Cleveland Downs,4.828794668505110,1.4151219512195100
4017,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,30125,Deshaun Watson,30125,Deshaun Watson,IR,O,"['QB', 'IR']",BN,5,Cleveland Downs,3.196745943534180,4.733980616740090
4017,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,30125,Deshaun Watson,30125,Deshaun Watson,IR,O,"['QB', 'IR']",BN,5,Cleveland Downs,3.196745943534180,4.733980616740090
4017,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,30125,Deshaun Watson,30125,Deshaun Watson,IR,O,"['QB', 'IR']",BN,5,Cleveland Downs,3.196745943534180,4.733980616740090
PIT,999.0,7.23,7.23,7.23,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.82,4.68,0.06,2.76,1.0,17.5,11.68,0.06,0.81,0.57,0.75,0.12,51.47,39.79,0.06,0.06,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,100023,Pittsburgh,100023,Pittsburgh,,DT,['DEF'],DEF,5,Cleveland Downs,1.8819698819698800,6.02205882352941
PIT,999.0,6.78,6.78,6.78,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,315.87,4.41,0.05,2.6,1.0,18.25,10.99,0.05,0.77,0.53,0.71,0.11,48.42,37.43,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,100023,Pittsburgh,100023,Pittsburgh,,DT,['DEF'],DEF,5,Cleveland Downs,1.8819698819698800,6.02205882352941
PIT,999.0,7.69,7.69,7.69,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.72,5.29,0.07,2.87,,22.25,13.19,0.07,0.85,0.58,0.85,0.14,58.09,44.91,0.07,0.07,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,100023,Pittsburgh,100023,Pittsburgh,,DT,['DEF'],DEF,5,Cleveland Downs,1.8819698819698800,6.02205882352941
BUF,999.0,5.83,5.83,5.83,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.97,3.71,0.05,1.96,,25.75,8.74,0.09,0.65,0.44,0.66,0.14,37.1,28.37,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,12,,100002,Buffalo,100002,Buffalo,,DT,['DEF'],BN,5,Cleveland Downs,1.2655418242010400,8.332758620689660
BUF,999.0,5.81,5.81,5.81,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.1,3.69,0.05,1.98,,24.5,8.69,0.08,0.66,0.44,0.66,0.13,36.92,28.23,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,14,,100002,Buffalo,100002,Buffalo,,DT,['DEF'],BN,5,Cleveland Downs,1.2655418242010400,8.332758620689660
4988,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31005,Nick Chubb,31005,Nick Chubb,IR,O,"['RB', 'W/R/T', 'IR']",IR,5,Cleveland Downs,3.2313107853099100,3.2649289099526100
4988,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31005,Nick Chubb,31005,Nick Chubb,IR,O,"['RB', 'W/R/T', 'IR']",IR,5,Cleveland Downs,3.2313107853099100,3.2649289099526100
4988,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31005,Nick Chubb,31005,Nick Chubb,IR,O,"['RB', 'W/R/T', 'IR']",IR,5,Cleveland Downs,3.2313107853099100,3.2649289099526100
6904,13.0,24.77,24.77,24.77,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,52.16,0.75,5.22,10.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.07,,,,,,,,,220.48,0.17,1.33,1.73,0.52,8.75,22.05,0.52,18.15,26.9,0.06,67.46,,,,,,,,,12,,32723,Jalen Hurts,32723,Jalen Hurts,,O,['QB'],QB,6,Revenge szn ong,25.95140681908130,0.8992961407718460
6904,19.0,23.83,23.83,23.83,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,0.72,5.02,10.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.07,,,,,,,,,212.2,0.17,1.28,1.67,0.5,9.43,21.22,0.5,17.47,26.9,0.06,64.93,,,,,,,,,13,,32723,Jalen Hurts,32723,Jalen Hurts,,O,['QB'],QB,6,Revenge szn ong,25.95140681908130,0.8992961407718460
6904,21.0,23.32,23.32,23.32,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,49.11,0.7,4.91,10.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.06,,,,,,,,,207.59,0.16,1.25,1.63,0.49,9.81,20.76,0.49,17.09,26.9,0.05,63.52,,,,,,,,,14,,32723,Jalen Hurts,32723,Jalen Hurts,,O,['QB'],QB,6,Revenge szn ong,25.95140681908130,0.8992961407718460
1479,11.0,10.36,17.26,13.81,8.0,,,,,,1.0,77.01,9.8,0.45,7.7,1.38,0.69,0.69,1.38,2.07,1.38,6.9,,,,,,,,,,,,,,,0.83,,0.08,0.15,0.08,,,,,6.9,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,26699,Keenan Allen,26699,Keenan Allen,,O,"['WR', 'W/R/T']",WR,6,Revenge szn ong,3.220622067864630,5.935499290879080
1479,8.0,10.32,17.18,13.75,4.0,,,,,,1.0,76.67,9.8,0.45,7.67,1.37,0.69,0.69,1.37,2.06,1.37,6.87,,,,,,,,,,,,,,,0.83,,0.08,0.15,0.08,,,,,6.87,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,26699,Keenan Allen,26699,Keenan Allen,,O,"['WR', 'W/R/T']",WR,6,Revenge szn ong,3.220622067864630,5.935499290879080
1479,9.0,10.5,17.48,13.99,6.0,,,,,,1.0,78.01,9.8,0.46,7.8,1.4,0.7,0.7,1.4,2.1,1.4,6.99,,,,,,,,,,,,,,,0.84,,0.08,0.15,0.08,,,,,6.99,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,26699,Keenan Allen,26699,Keenan Allen,,O,"['WR', 'W/R/T']",WR,6,Revenge szn ong,3.220622067864630,5.935499290879080
1426,55.0,7.65,12.54,10.1,24.0,,,,,,1.0,57.14,7.4,0.34,5.71,0.98,0.49,0.49,0.98,1.47,0.98,4.89,,,,,,,,,,,,,,,,,,,0.05,,,,,4.89,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,12,,26650,DeAndre Hopkins,26650,DeAndre Hopkins,,O,"['WR', 'W/R/T']",WR,6,Revenge szn ong,1.5418171996997500,7.166867772750120
1426,35.0,8.17,13.4,10.78,12.0,,,,,,1.0,61.06,7.8,0.36,6.11,1.04,0.52,0.52,1.04,1.57,1.04,5.22,,,,,,,,,,,,,,,,,,,0.06,,,,,5.22,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,13,,26650,DeAndre Hopkins,26650,DeAndre Hopkins,,O,"['WR', 'W/R/T']",WR,6,Revenge szn ong,1.5418171996997500,7.166867772750120
1426,46.0,7.84,12.85,10.35,22.0,,,,,,1.0,58.58,7.8,0.35,5.86,1.0,0.5,0.5,1.0,1.5,1.0,5.01,,,,,,,,,,,,,,,,,,,0.06,,,,,5.01,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,14,,26650,DeAndre Hopkins,26650,DeAndre Hopkins,,O,"['WR', 'W/R/T']",WR,6,Revenge szn ong,1.5418171996997500,7.166867772750120
3198,65.0,10.71,12.08,11.39,23.0,,,,,,1.0,9.92,1.9,0.05,0.99,0.27,0.14,0.14,0.27,0.41,0.27,1.37,,,,,,,,,,,,,,,66.87,0.45,6.69,16.0,0.05,1.37,,,,,,,,,,,,,,,,,,,,,,0.16,0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,29279,Derrick Henry,29279,Derrick Henry,,O,"['RB', 'W/R/T']",RB,6,Revenge szn ong,2.623138870439500,4.6158440700363400
3198,37.0,11.73,13.13,12.43,20.0,,,,,,1.0,10.15,1.9,0.06,1.01,0.28,0.14,0.14,0.28,0.42,0.28,1.4,,,,,,,,,,,,,,,68.41,0.59,6.84,16.0,0.05,1.4,,,,,,,,,,,,,,,,,,,,,,0.16,0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,29279,Derrick Henry,29279,Derrick Henry,,O,"['RB', 'W/R/T']",RB,6,Revenge szn ong,2.623138870439500,4.6158440700363400
3198,66.0,11.25,12.59,11.92,23.0,,,,,,1.0,9.73,1.9,0.05,0.97,0.27,0.13,0.13,0.27,0.4,0.27,1.34,,,,,,,,,,,,,,,65.63,0.56,6.56,16.0,0.05,1.34,,,,,,,,,,,,,,,,,,,,,,0.15,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,29279,Derrick Henry,29279,Derrick Henry,,O,"['RB', 'W/R/T']",RB,6,Revenge szn ong,2.623138870439500,4.6158440700363400
5892,48.0,11.9,12.99,12.44,18.0,,,,,,1.0,7.98,1.3,0.04,0.8,0.22,0.11,0.11,0.22,0.33,0.22,1.09,,,,,,,,,,,,,,,73.65,0.6,7.37,15.5,0.05,1.09,,,,,,,,,,,,,,,,,,,,,,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31905,David Montgomery,31905,David Montgomery,,O,"['RB', 'W/R/T']",RB,6,Revenge szn ong,3.4598785206989000,4.810243204577970
5892,61.0,10.07,11.03,10.55,23.0,,,,,,1.0,7.01,1.2,0.03,0.7,0.19,0.1,0.1,0.19,0.29,0.19,0.96,,,,,,,,,,,,,,,60.76,0.53,6.08,14.1,0.05,0.96,,,,,,,,,,,,,,,,,,,,,,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31905,David Montgomery,31905,David Montgomery,,O,"['RB', 'W/R/T']",RB,6,Revenge szn ong,3.4598785206989000,4.810243204577970
5892,95.0,9.94,10.89,10.42,27.0,,,,,,1.0,6.92,1.2,0.03,0.69,0.19,0.09,0.09,0.19,0.28,0.19,0.95,,,,,,,,,,,,,,,59.98,0.53,6.0,14.1,0.05,0.95,,,,,,,,,,,,,,,,,,,,,,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31905,David Montgomery,31905,David Montgomery,,O,"['RB', 'W/R/T']",RB,6,Revenge szn ong,3.4598785206989000,4.810243204577970
8130,69.0,5.32,9.1,7.21,8.0,,,,,,1.0,38.41,5.5,0.28,3.84,0.76,0.38,0.38,0.76,1.14,0.76,3.79,3.79,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,34010,Trey McBride,34010,Trey McBride,,O,"['TE', 'W/R/T']",TE,6,Revenge szn ong,1.043753294675800,6.323333333333330
8130,73.0,5.03,8.61,6.82,9.0,,,,,,1.0,36.33,5.5,0.26,3.63,0.72,0.36,0.36,0.72,1.07,0.72,3.58,3.58,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,34010,Trey McBride,34010,Trey McBride,,O,"['TE', 'W/R/T']",TE,6,Revenge szn ong,1.043753294675800,6.323333333333330
8130,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,34010,Trey McBride,34010,Trey McBride,,O,"['TE', 'W/R/T']",TE,6,Revenge szn ong,1.043753294675800,6.323333333333330
9756,75.0,7.37,11.73,9.55,34.0,,,,,,1.0,53.22,6.8,0.31,5.32,0.87,0.44,0.44,0.87,1.31,0.87,4.37,,,,,,,,,,,,,,,3.2,,0.32,0.31,0.06,,,,,4.37,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40042,Jordan Addison,40042,Jordan Addison,,O,"['WR', 'W/R/T']",W/R/T,6,Revenge szn ong,4.074661068674050,3.2125371360665500
9756,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40042,Jordan Addison,40042,Jordan Addison,,O,"['WR', 'W/R/T']",W/R/T,6,Revenge szn ong,4.074661068674050,3.2125371360665500
